АВС/ DEF;От;До;Емкость;Оператор;Регион
995;6020000;6021999;2000;ООО "Тинькофф Мобайл";Удмуртская Республика
995;6022000;6023999;2000;ООО "Тинькофф Мобайл";Кировская обл.
995;6024000;6024999;1000;ООО "Тинькофф Мобайл";Республика Тыва
995;6025000;6025999;1000;ООО "Тинькофф Мобайл";Ямало-Ненецкий АО
995;6026000;6026999;1000;ООО "Тинькофф Мобайл";Тамбовская обл.
995;6027000;6027999;1000;ООО "Тинькофф Мобайл";Курская обл.
995;6028000;6028999;1000;ООО "Тинькофф Мобайл";Республика Карелия
995;6029000;6029999;1000;ООО "Тинькофф Мобайл";Мурманская обл.
995;6030000;6033999;4000;ООО "Тинькофф Мобайл";Калужская обл.
995;6034000;6035999;2000;ООО "Тинькофф Мобайл";Орловская обл.
995;6036000;6039999;4000;ООО "Тинькофф Мобайл";Ханты-Мансийский АО - Югра
995;6040000;6042999;3000;ООО "Тинькофф Мобайл";Омская обл.
995;6043000;6044999;2000;ООО "Тинькофф Мобайл";Брянская обл.
995;6045000;6046999;2000;ООО "Тинькофф Мобайл";Республика Хакасия
995;6047000;6049999;3000;ООО "Тинькофф Мобайл";Пермский край
995;6050000;6050999;1000;ООО "Тинькофф Мобайл";Приморский край
995;6051000;6054999;4000;ООО "Тинькофф Мобайл";Красноярский край
995;6055000;6079999;25000;ООО "Тинькофф Мобайл";г. Санкт-Петербург * Ленинградская область
995;6080000;6082999;3000;ООО "Тинькофф Мобайл";Вологодская обл.
995;6083000;6085999;3000;ООО "Тинькофф Мобайл";Республика Коми
995;6086000;6086999;1000;ООО "Тинькофф Мобайл";Республика Адыгея
995;6087000;6089999;3000;ООО "Тинькофф Мобайл";Республика Мордовия
995;6090000;6090999;1000;ООО "Тинькофф Мобайл";Алтайский край
995;6091000;6099999;9000;ООО "Тинькофф Мобайл";Кемеровская обл.
995;6100000;6105999;6000;ООО "Тинькофф Мобайл";Иркутская обл.
995;6106000;6109999;4000;ООО "Тинькофф Мобайл";Тульская обл.
995;6110000;6144999;35000;ООО "Тинькофф Мобайл";Краснодарский край
995;6145000;6169999;25000;ООО "Тинькофф Мобайл";Ростовская обл.
995;6170000;6179999;10000;ООО "Тинькофф Мобайл";Кемеровская обл.
995;6180000;6189999;10000;ООО "Тинькофф Мобайл";Волгоградская обл.
995;6190000;6204999;15000;ООО "Тинькофф Мобайл";Красноярский край
995;6205000;6219999;15000;ООО "Тинькофф Мобайл";Воронежская обл.
995;6220000;6269999;50000;ООО "Тинькофф Мобайл";г. Санкт-Петербург * Ленинградская область
995;6270000;6279999;10000;ООО "Тинькофф Мобайл";Самарская обл.
995;6550000;6589999;40000;ООО "Тинькофф Мобайл";г. Москва * Московская область
995;6590000;6599999;10000;ООО "Тинькофф Мобайл";Иркутская обл.
995;6600000;6634999;35000;ООО "Тинькофф Мобайл";Свердловская обл.
995;6635000;6649999;15000;ООО "Тинькофф Мобайл";Волгоградская обл.
995;6650000;6659999;10000;ООО "Тинькофф Мобайл";Ханты-Мансийский АО - Югра
995;6660000;6669999;10000;ОАО "МТТ";г. Москва * Московская область
995;6670000;6684999;15000;ООО "Тинькофф Мобайл";Пермский край
995;6685000;6689999;5000;ООО "Тинькофф Мобайл";Чувашская Республика
995;6690000;6699999;10000;ООО "Тинькофф Мобайл";Воронежская обл.
995;6700000;6709999;10000;ООО "Тинькофф Мобайл";Тверская обл.
995;6710000;6715999;6000;ООО "Тинькофф Мобайл";Приморский край
995;6716000;6719999;4000;ООО "Тинькофф Мобайл";Омская обл.
995;6720000;6725999;6000;ООО "Тинькофф Мобайл";Калининградская обл.
995;6726000;6729999;4000;ООО "Тинькофф Мобайл";Саратовская обл.
995;6730000;6736999;7000;ООО "Тинькофф Мобайл";Алтайский край
995;6737000;6739999;3000;ООО "Тинькофф Мобайл";Республика Адыгея
995;6740000;6745999;6000;ООО "Тинькофф Мобайл";Волгоградская обл.
995;6746000;6749999;4000;ООО "Тинькофф Мобайл";Курганская обл.
995;6750000;6779999;30000;ООО "Тинькофф Мобайл";Свердловская обл.
995;6780000;6782999;3000;ООО "Тинькофф Мобайл";Кировская обл.
995;6783000;6789999;7000;ООО "Тинькофф Мобайл";Ханты-Мансийский АО - Югра
995;6790000;6809999;20000;ООО "Тинькофф Мобайл";Челябинская обл.
995;6810000;6817999;8000;ООО "Тинькофф Мобайл";Ульяновская обл.
995;6818000;6819999;2000;ООО "Тинькофф Мобайл";Республика Марий Эл
995;6820000;6824999;5000;ООО "Тинькофф Мобайл";Орловская обл.
995;6825000;6829999;5000;ООО "Тинькофф Мобайл";Республика Коми
995;6830000;6833999;4000;ООО "Тинькофф Мобайл";Томская обл.
995;6834000;6835999;2000;ООО "Тинькофф Мобайл";Смоленская обл.
995;6836000;6839999;4000;ООО "Тинькофф Мобайл";Ивановская обл.
995;6840000;6843999;4000;ООО "Тинькофф Мобайл";Владимирская обл.
995;6844000;6846999;3000;ООО "Тинькофф Мобайл";Архангельская область * Ненецкий автономный округ
995;6847000;6849999;3000;ООО "Тинькофф Мобайл";Белгородская обл.
995;6850000;6859999;10000;ООО "Тинькофф Мобайл";Иркутская обл.
995;6860000;6889999;30000;ООО "Тинькофф Мобайл";Республика Татарстан
995;6890000;6890999;1000;ООО "Тинькофф Мобайл";Новгородская обл.
995;6891000;6899999;9000;ООО "Тинькофф Мобайл";Новосибирская обл.
995;6900000;6911999;12000;ООО "Тинькофф Мобайл";Пермский край
995;6912000;6919999;8000;ООО "Тинькофф Мобайл";Тюменская обл.
995;6920000;6922999;3000;ООО "Тинькофф Мобайл";Тверская обл.
995;6923000;6924999;2000;ООО "Тинькофф Мобайл";Тульская обл.
995;6925000;6927999;3000;ООО "Тинькофф Мобайл";Ярославская обл.
995;6928000;6929999;2000;ООО "Тинькофф Мобайл";Оренбургская обл.
995;6930000;6931999;2000;ООО "Тинькофф Мобайл";Республика Тыва
995;6932000;6933999;2000;ООО "Тинькофф Мобайл";Республика Хакасия
995;6934000;6935999;2000;ООО "Тинькофф Мобайл";Тамбовская обл.
995;6936000;6937999;2000;ООО "Тинькофф Мобайл";Липецкая обл.
995;6938000;6939999;2000;ООО "Тинькофф Мобайл";Чувашская Республика
995;6940000;6940999;1000;ООО "Тинькофф Мобайл";Костромская обл.
995;6941000;6941999;1000;ООО "Тинькофф Мобайл";Псковская обл.
995;6942000;6942999;1000;ООО "Тинькофф Мобайл";Пензенская обл.
995;6943000;6943999;1000;ООО "Тинькофф Мобайл";Республика Карелия
995;6944000;6944999;1000;ООО "Тинькофф Мобайл";Камчатский край
995;6945000;6945999;1000;ООО "Тинькофф Мобайл";Еврейская автономная обл.
995;6946000;6946999;1000;ООО "Тинькофф Мобайл";Брянская обл.
995;6947000;6947999;1000;ООО "Тинькофф Мобайл";Мурманская обл.
995;6948000;6948999;1000;ООО "Тинькофф Мобайл";Республика Мордовия
